tweet,text_cl,text_lm,sentiment
@Cuppycake143 ME TOO!!  the heels i want are on sale!,user me too the heels i want are on sale,user heel want sale,1
@DavidArchie Hey David! I just saw your Music video: Touch My Hand. It was a nice video.  It`s one of my Favorite songs. ,user hey david i just saw your music video touch my hand it was a nice video it s one of my favorite songs,user hey david saw music video touch hand nice video one favorite song,1
"Intro to the ministry of youth and sports, &quot;the fresh ministry&quot; --yes that really is their motto ",intro to the ministry of youth and sports the fresh ministry yes that really is their motto,intro ministry youth sport fresh ministry yes really motto,1
Another day in Paradise   Working hard and loving my job!,another day in paradise working hard and loving my job,another day paradise working hard loving job,1
"@jsmibert start quoting random songs, taking pictures of strange animals... At least that's what other people do ",user start quoting random songs taking pictures of strange animals at least that is what other people do,user start quoting random song taking picture strange animal least people,1
its nights like this I love my electric blankie  nightnighttt,it is nights like this i love my electric blankie nightnigh,night like love electric blankie nightnigh,1
@meemsta heck yea! skating was always cool haha. so yeah we gotta do a duet sometime! have a gnite mims ,user heck yea skating was always cool so we got to do a duet sometime have a gnite mims,user heck yea skating always cool got duet sometime gnite mims,1
"@nordmach yea red bull and rock star just make me jittery, so i don't mess w/ them too much...but yea i think i'm going to try 5-hr tho' ",user yea red bull and rock star just make me jittery so i do not mess w them too much but yea i think i am going to try hr tho,user yea red bull rock star make jittery not mess much yea think going try hr tho,1
@mikeneumann Resisting. Urge. To. Laugh. At. Your. Oldness. *ponders* Except I'm older. Ergo laughing at myself. FAIL. ,user resisting urge to laugh at your oldness ponders except i am older ergo laughing at myself fail,user resisting urge laugh oldness ponders except older ergo laughing fail,1
"Home cooked meal, Hannah Montana, and a responsably-stoned conversation with my mom ",home cooked meal hannah montana and a responsably stoned conversation with my mom,home cooked meal hannah montana responsably stoned conversation mom,1
"@lisadempster - Anytime, m'dear. You're welcome  xx",user anytime m dear you are welcome xx,user anytime dear welcome xx,1
@macmaniacs @lfalkenburg Thank you for your support btw.! ,user user thank you for your support btw,user user thank support btw,1
yay a long weekend  off 2 gore 2moro which is gonna b kewl,a long weekend off gore moro which is going to b kewl,long weekend gore moro going kewl,1
"@JoyOfDesserts Haha...that, and I'm now easily drunk. Need more practice.  Thanks...it was yummy!",user that and i am now easily drunk need more practice thanks it was yummy,user easily drunk need practice thanks yummy,1
derek fisher is as ALWAYS a GENIUS! ,derek fisher is as always a genius,derek fisher always genius,1
I had a real creativity flow last night. Till 01:00am ideas were popping out nowhere. Second Songtext nearly finished yay ,i had a real creativity flow last night till am ideas were popping out nowhere second songtext nearly finished,real creativity flow last night till idea popping nowhere second songtext nearly finished,1
@Jonasbrothers  poison ivy or paranoid ,user poison ivy or paranoid,user poison ivy paranoid,1
@chelsayers headphones ,user headphones,user headphone,1
@siffy Good night ,user good night,user good night,1
@lis4692 My mom too.  She loves not needing plastic pants now.   My in laws even do the cloth w/o complaint. #clothdiapers,user my mom too she loves not needing plastic pants now my in laws even do the cloth w of complaint hashtag,user mom love not needing plastic pant law even cloth complaint hashtag,1
@KoolioHoolio hii yep i voted! lol wow they r doin well ,user hii yep i voted they r doin well,user hii yep voted doin well,1
@MelRy217 You should come to San Antonio and visit! I've got nothing to do this week ,user you should come to san antonio and visit i have got nothing to do this week,user come san antonio visit got nothing week,1
Finally got some sleep after about a week.  Up playing on the computer and having a cup of coffee. Happy girl ,finally got some sleep after about a week up playing on the computer and having a cup of coffee happy girl,finally got sleep week playing computer cup coffee happy girl,1
Meeting a couple of friends for coffee and a walk in the park before hitting the office. Perfect morning for it ,meeting a couple of friends for coffee and a walk in the park before hitting the office perfect morning for it,meeting couple friend coffee walk park hitting office perfect morning,1
IT should be a beautiful day today  cant wait for tonight ,it should be a beautiful day today can not wait for tonight,beautiful day today not wait tonight,1
chillin' by myself @ 4 am...what a fuckin life. ,chillin by myself user am what a fuckin life,chillin user fuckin life,1
Service in a few munites | will be meeting the Youth later! | Hannah's coming home! YEH! NIKE DUNK GLOW IN THE DARK's arriving. ,service in a few munites will be meeting the youth later hannah s coming home yeh nike dunk glow in the dark s arriving,service munites meeting youth later hannah coming home yeh nike dunk glow dark arriving,1
"@pollyalida Harry Orlyck, landscape artist, is having a gallery reception in Salem. Re. AASL - I'll be there, part of Joyce Valenza team ",user harry orlyck landscape artist is having a gallery reception in salem re aasl i will be there part of joyce valenza team,user harry orlyck landscape artist gallery reception salem aasl part joyce valenza team,1
@kirstiealley Where'd your chili peppers go? How many do you have? Keep smiling! ,user where did your chili peppers go how many do you have keep smiling,user chili pepper go many keep smiling,1
Link 4 my cycle ride training blog www.clairecyclechina.blogspot.com FAT BIRD ON A BIKE! ,link my cycle ride training blogurl fat bird on a bike,link cycle ride training blogurl fat bird bike,1
@ashleytisdale http://twitpic.com/6ercx - Congratulations Ash! ,user url congratulations ash,user url congratulation ash,1
"@dth I'll start upp twice as many gadgets just to compensate  [yes, I'm joking] #sthlmblackout",user i will start upp twice as many gadgets just to compensate yes i am joking hashtag,user start upp twice many gadget compensate yes joking hashtag,1
@TAMKIDD love you too!! ,user love you too,user love,1
@CarinaK GOOD DEAL ,user good deal,user good deal,1
@CCArquette when does Cougar Town start up?!? I'm so stoked ,user when does cougar town start up i am so stoked,user cougar town start stoked,1
@beckieegrace thank ye  you done much English revision?,user thank ye you done much english revision,user thank ye done much english revision,1
I'm going shopping with an old school friend later.  can't wait,i am going shopping with an old school friend later can not wait,going shopping old school friend later not wait,1
@RWAneesa have a safe flight... ,user have a safe flight,user safe flight,1
Waiting to be picked up by Kathreen. FUN TONIGHT!!! ,waiting to be picked up by kathreen fun tonight,waiting picked kathreen fun tonight,1
"2 tracks from my Ode to The Boss, Bruce Springsteen, can be found on my blog and myspace! Check it out and tell me if you like it ",tracks from my ode to the boss bruce springsteen can be found on my blog and myspace check it out and tell me if you like it,track ode bos bruce springsteen found blog myspace check tell like,1
Flushed with cash! ,flushed with cash,flushed cash,1
"Hi, i was just getting up now so i tought i could write something. Today i'm gonna go shopping! Soo fun, isn't it? ",hi i was just getting up now so i tought i could write something today i am going to go shopping soo fun is not it,hi getting tought write something today going go shopping soo fun not,1
@citystarr awesome... Yeah @Twinkie613 u will us there ,user awesome user you will us there,user awesome user,1
@No_Pressure_727 I'm just silly I guess. ,user i am just silly i guess,user silly guess,1
@llewz0r cool thanks ,user cool thanks,user cool thanks,1
These are all SUCH cool people that we've been thrilled to bring.  We can WAIT for you to see what's in store next ,these are all such cool people that we have been thrilled to bring we can wait for you to see what is in store next,cool people thrilled bring wait see store next,1
"just got home.  so tired, wants to sleep, but i can't. i really nees to get up early tom. for the JBs live webcst on facebook! so excted!",just got home so tired wants to sleep but i can not i really nees to get up early tom for the jbs live webcst on facebook so excted,got home tired want sleep not really nees get early tom jbs live webcst facebook excted,1
@jinnpod Sorry not spree. I meant sale. Want to organise a spree? ,user sorry not spree i meant sale want to organise a spree,user sorry not spree meant sale want organise spree,1
@FuriousGOP Blimey man!  Hope it was a good game like Mike Tyson's Punchout to stay up so late.  Perhaps you got to Mr. Sandman? ,user blimey man hope it was a good game like mike tyson s punchout to stay up so late perhaps you got to mr sandman,user blimey man hope good game like mike tyson punchout stay late perhaps got mr sandman,1
Just bowled and wants to go play in the rain!! ,just bowled and wants to go play in the rain,bowled want go play rain,1
flashback: presenting PhD work all day ,flashback presenting phd work all day,flashback presenting phd work day,1
"@rachy_babes back to Middlesbrough, been home for a week to chill out...now back to the mental student life lol ",user back to middlesbrough been home for a week to chill out now back to the mental student life,user back middlesbrough home week chill back mental student life,1
@twinkboi_20 goodmorning ,user goodmorning,user goodmorning,1
Loved the mini chaminade reunion at michelles house warming kickback ,loved the mini chaminade reunion at michelles house warming kickback,loved mini chaminade reunion michelles house warming kickback,1
"Just got back from a swim meet. whew, 50m fly tomorrow! ",just got back from a swim meet whew m fly tomorrow,got back swim meet whew fly tomorrow,1
just applied for a job ,just applied for a job,applied job,1
I am truly happy that Nadal lost and Federer might win his first French Open!! ,i am truly happy that nadal lost and federer might win his first french open,truly happy nadal lost federer win first french open,1
@Foodology dessert! there's always room because you eat it 1st! then my veggies ,user dessert there is always room because you eat it st then my veggies,user dessert always room eat st veggie,1
Seven Days To My Birthday Yay Lol  Going To Oakville Portuguese Festival On Sunday June 14 2009,seven days to my birthday going to oakville portuguese festival on sunday june,seven day birthday going oakville portuguese festival sunday june,1
@sfinlay whats a pentagram? other than having 5 of something ,user what is a pentagram other than having of something,user pentagram something,1
@ColorblindFish I will be at the Camden show.....I can't wait to see what is in store for us blockheads!! ,user i will be at the camden show i can not wait to see what is in store for us blockheads,user camden show not wait see store blockhead,1
@densyow aaawwww..  *speechless...   i love you ,user aaww speechless i love you,user aaww speechless love,1
"@jhaebets Nah, AUS PC is more salesy (best left to the sales guys). We have 6 of the team going from Aus to Vegas in Oct. WWPC's my scene ",user nah aus pc is more salesy best left to the sales guys we have of the team going from aus to vegas in october wwpc s my scene,user nah au pc salesy best left sale guy team going au vega october wwpc scene,1
Fly FM is love. Man why didn't i start listening to it? ;D (The Climb is on now. Awesome song ) Hitz. FM and My FM still have my love ,fly fm is love man why did not i start listening to it d the climb is on now awesome song hitz fm and my fm still have my love,fly fm love man not start listening climb awesome song hitz fm fm still love,1
"zomg, my previous tweet was my 101th!  movie screening at home starting soon, ",zgod my previous tweet was my th movie screening at home starting soon,zgod previous tweet th movie screening home starting soon,1
going to IOA tomm!  #Squarespace,going to ioa tomm hashtag,going ioa tomm hashtag,1
"come one twitter, its officially june.. officially time to get back in shape for summer.. lets do it! ",come one twitter it is officially june officially time to get back in shape for summer let us do it,come one twitter officially june officially time get back shape summer let,1
"Ok , its all good, he has just dyed his hair dark brown. So he gets to say he had two different colours of hair today .. Lucky dog ",ok it is all good he has just dyed his hair dark brown so he gets to say he had two different colours of hair today lucky dog,ok good dyed hair dark brown get say two different colour hair today lucky dog,1
@DonaldBond yep! That's what I plan on doing  haha and play on twitter of course :p,user yep that is what i plan on doing and play on twitter of course p,user yep plan play twitter course,1
"@jesus_iscomin Really pretty, but I'm not a blue person. Show me warm fall-y colors and I go all week in the knees tho. ",user really pretty but i am not a blue person show me warm fall y colors and i go all week in the knees tho,user really pretty not blue person show warm fall color go week knee tho,1
"IM GOING TO 1st ES NEXT YEAR YEAAAAAAAAH but im soooo sad 4 my BFF coz she going to L but ull see, she will be w me, on ES ",i am going to st es next year yeaah but i am so sad my bff coz she going to l but ull see she will be w me on es,going st e next year yeaah sad bff coz going ull see e,1
there is a new post on http://myclearspace.wordpress.com/  ,there is a new post on url,new post url,1
@NatalieGolding ohmygosh. isnt she !!!  xx,user ohmygod is not she xx,user ohmygod not xx,1
"off to bed, so tired. glad i'll miss school tomorrow though, aha ",off to bed so tired glad i will miss school tomorrow though aha,bed tired glad miss school tomorrow though aha,1
@bostonbookfest thanks! ,user thanks,user thanks,1
"The weather is perfect, Paramore is amazing, this crowd is fucking wack! Oh well I'm having fun ",the weather is perfect paramore is amazing this crowd is fucking wack well i am having fun,weather perfect paramore amazing crowd fucking wack well fun,1
just waiting for the movers ,just waiting for the movers,waiting mover,1
@txhotboy LOL!  Not ballin... Just a lucky person who is very blessed! ,user not ballin just a lucky person who is very blessed,user not ballin lucky person blessed,1
@Arkuszewski congrats on your new assignment at PCO! don't forget to Tweet on any gov2.0 developments with the new site ,user congrats on your new assignment at pco do not forget to tweet on any gov developments with the new site,user congrats new assignment pco not forget tweet gov development new site,1
has a @topherrpop at my house  @vajayjay @liamsp @alexthemagix be jealous ,has a user at my house user user user be jealous,user house user user user jealous,1
@kuhrabbyPATTY if I can! :-s GREENBELT!!! ) ,user if i can s greenbelt,user greenbelt,1
Im hereby challenging myself to twitter my most inner thoughts and private feelings. Why should i hide them? ,i am hereby challenging myself to twitter my most inner thoughts and private feelings why should i hide them,hereby challenging twitter inner thought private feeling hide,1
I really want to sleep BUT I love this video too much - in fact more than beef with tonnes of gravy and mash potato!   http://is.gd/R1ft,i really want to sleep but i love this video too much in fact more than beef with tonnes of gravy and mash potato url,really want sleep love video much fact beef tonne gravy mash potato url,1
"aee manow, finalmente fiz um twitter ",aee manow finalmente fiz um twitter,aee manow finalmente fiz um twitter,1
Things are brightening up...perhaps I will get done ,things are brightening up perhaps i will get done,thing brightening perhaps get done,1
"Hi mark, Hi justine, long time no see ",hi mark hi justine long time no see,hi mark hi justine long time no see,1
"Tweet u later. Goodnight, see u in my dreams tonight. @thelackofcolors yeah sure. Ur welcome. ",tweet you later goodnight see you in my dreams tonight user sure your welcome,tweet later goodnight see dream tonight user sure welcome,1
About to watch JONAS!  I love DVR! @Jonasbrothers,about to watch jonas i love dvr user,watch jonas love dvr user,1
I'm so excited. All the kids in my classes can swim! And i was requested by two people for a saturday lesson...so i have more hours ,i am so excited all the kids in my classes can swim and i was requested by two people for a saturday lesson so i have more hours,excited kid class swim requested two people saturday lesson hour,1
@deannatroupe Great idea! If it's a free report than perhaps use it as your optin offer ,user great idea if it is a free report than perhaps use it as your optin offer,user great idea free report perhaps use optin offer,1
"@jessicastrust I'm good thanks - not sure on the busy-ness front, my clients tend to give me short notice of &quot;urgent&quot; jobs..we shall see! ",user i am good thanks not sure on the busy ness front my clients tend to give me short notice of urgent jobs we shall see,user good thanks not sure busy ness front client tend give short notice urgent job shall see,1
swift refused to start yest ..had 2 take the alto..now i know how the chotu chotu cars feel when i zip past them ,swift refused to start yest had take the alto now i know how the chotu chotu cars feel when i zip past them,swift refused start yest take alto know chotu chotu car feel zip past,1
Add &quot;Anywhere&quot; and you have an anthem ,add anywhere and you have an anthem,add anywhere anthem,1
@nessie_111 Who do you think???  I think Susan.....  glad Dave is banged up!!!  ,user who do you think i think susan glad dave is banged up,user think think susan glad dave banged,1
@kristinOBOBOB SUCCESSSSS !  HAHA. very cool.,user success very cool,user success cool,1
@naugusta Aloha kakahiaka! How do you like it? I'm one of the rare few who hasn't jumped on the iPhone wagon yet. My phone still works. ,user aloha kakahiaka how do you like it i am one of the rare few who has not jumped on the iphone wagon yet my phone still works,user aloha kakahiaka like one rare not jumped iphone wagon yet phone still work,1
Entry is done. ,entry is done,entry done,1
@SpookCentral thank you. He was a good fish. I kept him alive for 2 years so I'm happy about that. I have one fish left still. ,user thank you he was a good fish i kept him alive for years so i am happy about that i have one fish left still,user thank good fish kept alive year happy one fish left still,1
Google Breaking News! @mattcutts went back to vacation and/or sleep. Emmy &amp; Ozzie happy to have the house for themselves ,google breaking news user went back to vacation and or sleep emmy ozzie happy to have the house for themselves,google breaking news user went back vacation sleep emmy ozzie happy house,1
[_baybee's house later; *txt if you need me.] 5 days til im a SEN10R!! ,baybee s house later txt if you need me days until i am a sen r,baybee house later txt need day sen,1
I've been invited to a gallery opening and an after party ,i have been invited to a gallery opening and an after party,invited gallery opening party,1
I LEAVE FOR GERMANY TOMMORROW!!!!!!!!!!!!!! ,i leave for germany tommorrow,leave germany tommorrow,1
@Mongoos150 ...which is a privilege really. ,user which is a privilege really,user privilege really,1
"By the way, my work involves social networking marketing so I have to know how they all work and use them. ",by the way my work involves social networking marketing so i have to know how they all work and use them,way work involves social networking marketing know work use,1
Oh I love making things awkward by stating my distaste for religion and church at slightly appropriate moments ,i love making things awkward by stating my distaste for religion and church at slightly appropriate moments,love making thing awkward stating distaste religion church slightly appropriate moment,1
"@BlytheX I'm on so much shit right now, I can barley feel my head ",user i am on so much shit right now i can barley feel my head,user much shit right barley feel head,1
@taylorswift13 The video of the intro to the movie awards made my day  thanks,user the video of the intro to the movie awards made my day thanks,user video intro movie award made day thanks,1
@salandpepper Ooh that sounds painful... yes it's a good to place to be.. there are some lovely people on here ,user othat sounds painful yes it is a good to place to be there are some lovely people on here,user othat sound painful yes good place lovely people,1
wants to wish all the moms out there (and moms-to-be) a very happy Mother's Day!  ,wants to wish all the moms out there and moms to be a very happy mother s day,want wish mom mom happy mother day,1
@NicoletteJJ Hope u enjoy yr trip. I too will be flying outta NZ nxt wk. Bk to warmer weather I go.... ,user hope you enjoy yr trip i too will be flying outta nz nxt wk bk to warmer weather i go,user hope enjoy yr trip flying outta nz nxt wk bk warmer weather go,1
Back from the lake. Sunburnt. Chillin with Alyssa and about to eat burgers. ,back from the lake sunburnt chillin with alyssa and about to eat burgers,back lake sunburnt chillin alyssa eat burger,1
loves lazy sundays ,loves lazy sundays,love lazy sunday,1
@Lilah01 You welcome! Have a lovely day! I'm surely going to. ,user you welcome have a lovely day i am surely going to,user welcome lovely day surely going,1
Leaving for PA within the hour.  ROADTRIP!!!,leaving for pa within the hour roadtrip,leaving pa within hour roadtrip,1
I was quiet lately around here.The reason is : http://www.ninjalyzer.com ! Released yesterday ! Yes ! more here : http://twurl.nl/xn8hr0 ,i was quiet lately around here the reason is url released yesterday yes more here url,quiet lately around reason url released yesterday yes url,1
@DJIronik mine was from @tommcfly ,user mine was from user,user mine user,1
"@mattrhodes Nope, you post away ... we'll fight it out there ",user nope you post away we will fight it out there,user nope post away fight,1
"Girls just left for sway, but im stayin in drinkin 40s n watchn 7pounds wit some of my loves ",girls just left for sway but i am stayin in drinkin s n watchn pounds wit some of my loves,girl left sway stayin drinkin watchn pound wit love,1
@perezhilton  Hi! How did u get to be where you are! It's amazing how far you've gone in your field!! Advice?,user hi how did you get to be where you are it is amazing how far you have gone in your field advice,user hi get amazing far gone field advice,1
@LindsayManfredi what's UP with you Ms Thang?? ,user what is up with you ms thang,user m thang,1
@JessiO I ended up not being able to go to see @altgeldshrugged last night...sounds like it was crazy though - any funny stories? ,user i ended up not being able to go to see user last night sounds like it was crazy though any funny stories,user ended not able go see user last night sound like crazy though funny story,1
"Hey, Good Morning guys!!   ",hey good morning guys,hey good morning guy,1
"Gosh, I'm good. Fixed the whole ant-virus problem. Computers happy now ",god i am good fixed the whole ant virus problem computers happy now,god good fixed whole ant virus problem computer happy,1
"&quot;sometimes you wanna go where everybody knows your name, and they're always glad you came&quot; - my soundtrack for this lovely Twitter place ",sometimes you want to go where everybody knows your name and they are always glad you came my soundtrack for this lovely twitter place,sometimes want go everybody know name always glad came soundtrack lovely twitter place,1
@empireofno seriously are all your friends hot? ,user seriously are all your friends hot,user seriously friend hot,1
Is it just me or does McHale look like he'd rather be somewhere else?  ,is it just me or does mchale look like he would rather be somewhere else,mchale look like rather somewhere else,1
It gets really bright really early now ,it gets really bright really early now,get really bright really early,1
@hobronto Rather get an iPhone if you can - you won't look back! ,user rather get an iphone if you can you will not look back,user rather get iphone not look back,1
I like when a good days end on better notes.  Goodnight.  ,i like when a good days end on better notes goodnight,like good day end better note goodnight,1
@DawnRichard can I get some Nuvo and Patron???? LOL and yes I am of legal age!!!!! ,user can i get some nuvo and patron and yes i am of legal age,user get nuvo patron yes legal age,1
@myria101 I am missing #SEGB hard.... ::cries:: Glad to hear ur good! ,user i am missing hashtag hard cries glad to hear your good,user missing hashtag hard cry glad hear good,1
You and Tyler Hilton have to do a million duets your both perfectionists of music and so beautiful ,you and tyler hilton have to do a million duets your both perfectionists of music and so beautiful,tyler hilton million duet perfectionist music beautiful,1
Getting coffee and then doing hair all day ,getting coffee and then doing hair all day,getting coffee hair day,1
"Good friends are rare and few. I appreciate mine, deeply. I can always trust you guys ",good friends are rare and few i appreciate mine deeply i can always trust you guys,good friend rare appreciate mine deeply always trust guy,1
@MainlineMom I was 23 and she was 22 when we were married. I keep telling myself it wasn't that long ago....  ,user i was and she was when we were married i keep telling myself it was not that long ago,user married keep telling not long ago,1
"@DrRandPink I know You've done your share... I respect that! And certainly, U do not want my travel agency ",user i know you have done your share i respect that and certainly you do not want my travel agency,user know done share respect certainly not want travel agency,1
@crooked_halo15 Hey sweets heard your call ... I'm here but not really ... TERRIBLE MORNING!! Needing a little  to get through the day!,user hey sweets heard your call i am here but not really terrible morning needing a little to get through the day,user hey sweet heard call not really terrible morning needing little get day,1
@iusebiro But that's me - I'm interested to hear your opinion   (Hopefully not blemished by mine),user but that is me i am interested to hear your opinion hopefully not blemished by mine,user interested hear opinion hopefully not blemished mine,1
"day in Jerusalem including meeting with the CS, top Nooly team and other exciting stuff ",day in jerusalem including meeting with the cs top nooly team and other exciting stuff,day jerusalem including meeting c top nooly team exciting stuff,1
"@jewelbasket Hey Zvi, how is it so far? Any great findings? I'm working here for you ",user hey zvi how is it so far any great findings i am working here for you,user hey zvi far great finding working,1
Going through the #sytycd timeline and finding interesting comments. Lots of fun ,going through the hashtag timeline and finding interesting comments lots of fun,going hashtag timeline finding interesting comment lot fun,1
": i owe laura 4000 dollars, just so you all know ",i owe laura dollars just so you all know,owe laura dollar know,1
"@AmyCueva you're paranoid   Did you get a bullseye mark? If not, you're probably fine.",user you are paranoid did you get a bullseye mark if not you are probably fine,user paranoid get bullseye mark not probably fine,1
http://twitpic.com/6ea4c - 07:00 and allready awak because these damn chickens!beautiful day though ,url and allready awak because these damn chickens beautiful day though,url allready awak damn chicken beautiful day though,1
Night plays with squirrels. I'm praying for you and you family  I love you.,night plays with squirrels i am praying for you and you family i love you,night play squirrel praying family love,1
@lyricessence awesome! i hope you all have a great time together. ,user awesome i hope you all have a great time together,user awesome hope great time together,1
"@geekoo Yyeppp ! Except for gravity on the 5800, nokia should learn from them I think ",user yye except for gravity on the nokia should learn from them i think,user yye except gravity nokia learn think,1
@skandolous_07 Yes! Change of plans though...girl from my youth group graduates 2nite. She's also my drummer. Can't miss that. ,user yes change of plans though girl from my youth group graduates nite she is also my drummer can not miss that,user yes change plan though girl youth group graduate nite also drummer not miss,1
just got home! fuck russel brands like to tweat-whore.  how are you JESSM?,just got home fuck russel brands like to tweat who are how are you jessm,got home fuck russel brand like tweat jessm,1
spending an awesome time with rayas mom ,spending an awesome time with rayas mom,spending awesome time rayas mom,1
Ben &amp; Jerry's Americone Dream FTW &lt;---- eat it and allow it to rock your world ,ben jerry s americone dream ftw eat it and allow it to rock your world,ben jerry americone dream ftw eat allow rock world,1
@pkcable Yup... Thank you Lidge!  I thought Werth had robbed that homer from Furcal,user yup thank you lidge i thought werth had robbed that homer from furcal,user yup thank lidge thought werth robbed homer furcal,1
@PeteMoring Well it's nice to 'see' you. Have a great day and tweet again soon ,user well it is nice to see you have a great day and tweet again soon,user well nice see great day tweet soon,1
Just went mad again hearing @AirTrafficLive on hollyoaks again. Third time around and it still catches me my surprise.  32 dayss!,just went mad again hearing user on hollyoaks again third time around and it still catches me my surprise dayss,went mad hearing user hollyoaks third time around still catch surprise days,1
@Raj_R it looks cool ,user it looks cool,user look cool,1
i shall run. ,i shall run,shall run,1
"Im working in my 2hrs a week study time, honest I am boss! See all the NVQ as my hand flies across the page? Love it ",i am working in my hrs a week study time honest i am boss see all the nvq as my hand flies across the page love it,working hr week study time honest bos see nvq hand fly across page love,1
Very gusty wind today ... am hoping that none of the kilted contingent attending today's Highland gathering is a true Scotsman ,very gusty wind today am hoping that none of the kilted contingent attending today s highland gathering is a true scotsman,gusty wind today hoping none kilted contingent attending today highland gathering true scotsman,1
@mitchelmusso &amp; your on mine ;P haha  youre the best &lt;3,user your on mine p you are the best,user mine best,1
Vote for me for the MLB All Star Game ,vote for me for the mlb all star game,vote mlb star game,1
I had fun this summer ,i had fun this summer,fun summer,1
@OmariOfficial qood morninq ,user qood morninq,user qood morninq,1
@plugawy - it was really good cheers. We were in a castle  with turrets.,user it was really good cheers we were in a castle with turrets,user really good cheer castle turret,1
@writebi thanks ,user thanks,user thanks,1
"exploring early childhood assignment  due in 13 days, im gonna start it now ",exploring early childhood assignment due in days i am going to start it now,exploring early childhood assignment due day going start,1
@clarisseee something is VERY wrong with this world...we can't even like legally get with them...but i will not give up ,user something is very wrong with this world we can not even like legally get with them but i will not give up,user something wrong world not even like legally get not give,1
@haneee &quot;wow penge!!&quot; Sureness! We'll bring one for you later siguro ,user penge sureness we will bring one for you later siguro,user penge sureness bring one later siguro,1
"@flash4ever Sure, just with a live stream in the background ",user sure just with a live stream in the background,user sure live stream background,1
"today is so beautiful! its going to be the perfect pool day with my love, and the best cookout evening!! ",today is so beautiful it is going to be the perfect pool day with my love and the best cookout evening,today beautiful going perfect pool day love best cookout evening,1
"@PartyPleaser  Hope you do sthg with &quot;Silly really&quot; till Warsaw gig. If not, I'll be patient. After all I'll be on both Sthl shows  C'ya!",user hope you do sthg with silly really till warsaw gig if not i will be patient after all i will be on both sthl shows c ya,user hope sthg silly really till warsaw gig not patient sthl show ya,1
Good morning world ,good morning world,good morning world,1
"@TakinPitchas Can't stand that place-I've been once &amp; will never go back! BTW, Martin says to say hello to you ",user can not stand that place i have been once will never go back btw martin says to say hello to you,user not stand place never go back btw martin say say hello,1
my morning was spent with running around and plenty of major Grrr factor. ,my morning was spent with running around and plenty of major r factor,morning spent running around plenty major factor,1
I Go Twilighttt ,i go twiligh,go twiligh,1
@garyvee A huge MAZAL TOV!! â¿ I'm sure you'll teach her how to tweet in no time ,user a huge mazal tov i am sure you will teach her how to tweet in no time,user huge mazal tov sure teach tweet no time,1
Running a hot bath.  ,running a hot bath,running hot bath,1
is...looking forward to a chilled night watching Dvds at Leannes ,is looking forward to a chilled night watching dvds at leannes,looking forward chilled night watching dvd leannes,1
"watched Skins for about three hours, so now i can go to bed...goodnight twitter! ",watched skins for about three hours so now i can go to bed goodnight twitter,watched skin three hour go bed goodnight twitter,1
The piggie I went visit on my bicycle said HI~ ?? to the world ,the piggie i went visit on my bicycle said hi to the world,piggie went visit bicycle said hi world,1
@TalindaB little star. he is adorable ,user little star he is adorable,user little star adorable,1
@rufusisnodufus looks like marshmellow ,user looks like marshmellow,user look like marshmellow,1
@technogranma and also from Windows Live Home ,user and also from windows live home,user also window live home,1
@LVWJoshBell would love to set a time to meet ! I'm there Tuesday - Thursday ,user would love to set a time to meet i am there tuesday thursday,user love set time meet tuesday thursday,1
@DominaCaffeine thanks ,user thanks,user thanks,1
"After wasting half the day, I have come to conclusion that Shari and Gretchen cheat at Bejeweled...there is no other explanation ",after wasting half the day i have come to conclusion that shari and gretchen cheat at bejeweled there is no other explanation,wasting half day come conclusion shari gretchen cheat bejeweled no explanation,1
@andrewgalka Keynote is wicked! the 3d transitions is enough to make people go 'ooo fancy' and distract them from the content ,user keynote is wicked the d transitions is enough to make people go fancy and distract them from the content,user keynote wicked transition enough make people go fancy distract content,1
Mrs Robinson .. ,mrs robinson,mr robinson,1
"I got twitter today  Kelly,my love&lt;3",i got twitter today kelly my love,got twitter today kelly love,1
@naturalamber do you think i could use your beads? im in the market again to pick up some new stuff... ,user do you think i could use your beads i am in the market again to pick up some new stuff,user think use bead market pick new stuff,1
@Mpieters Has to be.  http://twitter.com/Mpieters/status/2062743651,user has to be url,user url,1
waiting for the hills ,waiting for the hills,waiting hill,1
Going to see 'The Hangover'. ,going to see the hangover,going see hangover,1
@G2Buck  nice ,user nice,user nice,1
@BrittBayBayx3 It hates you back babe.   jkjk.,user it hates you back babe jkjk,user hate back babe jkjk,1
"@ElephantQueen25 Dude, what would I do without you? ",user dude what would i do without you,user dude without,1
Wants milk tea...hold the boba please ,wants milk tea hold the boba please,want milk tea hold boba please,1
Okay... Good night (AGAIN) Tweetie Pies  I'm going back to finish my dream!!!!,okay good night again tweetie pies i am going back to finish my dream,okay good night tweetie pie going back finish dream,1
I feel better now ,i feel better now,feel better,1
"stewie wasn't put down, just have to give him anti-biotics. yay! ",stewie was not put down just have to give him anti biotics,stewie not put give anti biotics,1
wassup followers ,wassup followers,wassup follower,1
@mileycyrus awwwww but your so good at what you do ,user but your so good at what you do,user good,1
@wenzdai i've been writing a public ettiquette book for a little while. its taking longer than i thought ,user i have been writing a public ettiquette book for a little while it is taking longer than i thought,user writing public ettiquette book little taking longer thought,1
SPOTTED:  flower tube top hot and affordable    http://bit.ly/h79uC,spotted flower tube top hot and affordable url,spotted flower tube top hot affordable url,1
